Paremeter1,Paremeter2,Paremeter3,Paremeter4,Paremeter5,Paremeter6,Paremeter7,Paremeter8,Paremeter9,Paremeter10,Paremeter11,Paremeter12,Paremeter13,Paremeter14,Paremeter15,Paremeter16,Paremeter17,Paremeter18,Paremeter19,Paremeter20,Paremeter21,Paremeter22,Paremeter23,Paremeter24,Paremeter25,Paremeter26,Paremeter27,Paremeter28,Paremeter29,Paremeter30,Paremeter31,Paremeter32,Paremeter33,Paremeter34,Paremeter35,Paremeter36,Paremeter37,Paremeter38,Paremeter39,Paremeter40,Paremeter41,Paremeter42,Paremeter43,Paremeter44,Paremeter45,Paremeter46,Paremeter47,Paremeter48,Paremeter49,Paremeter50,Paremeter51,Paremeter52,Paremeter53,Paremeter54,Paremeter55,Paremeter56,Paremeter57,Paremeter58,Paremeter59,Paremeter60,Paremeter61,Paremeter62,Paremeter63,Paremeter64,Paremeter65,Paremeter66,Paremeter67,Paremeter68,Paremeter69,Paremeter70,Paremeter71,Paremeter72,Paremeter73
428,userID,ID113,Web,complete,insertValue,2019-02-21T16:38:25.395+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:38:27.300+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:38:27.300+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:38:33.427+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:38:35.084+11:00,confirm,Web,complete,clickButton,2019-02-21T16:38:36.875+11:00,Web,complete,waitResponse,2019-02-21T16:38:39.578+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:38:45.590+11:00,B2,Web,complete,clickButton,2019-02-21T16:38:48.576+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:38:51.943+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:38:54.035+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:38:56.667+11:00,copy,B,Melbourne 123,Excel
429,userID,ID924,Web,complete,insertValue,2019-02-21T16:39:14.390+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:39:24.825+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:39:38.976+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:39:49.815+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:40:03.501+11:00,confirm,Web,complete,clickButton,2019-02-21T16:40:12.497+11:00,Web,complete,waitResponse,2019-02-21T16:40:15.094+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:40:27.751+11:00,B2,Web,complete,clickButton,2019-02-21T16:40:32.496+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:40:37.349+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:40:39.602+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:40:41.416+11:00,copy,B,Melbourne 123,Excel
430,userID,ID1767,Web,complete,insertValue,2019-02-21T16:40:57.100+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:41:12.908+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:41:27.409+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:41:36.694+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:41:45.423+11:00,confirm,Web,complete,clickButton,2019-02-21T16:41:50.746+11:00,Web,complete,waitResponse,2019-02-21T16:41:54.033+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:42:04.971+11:00,B2,Web,complete,clickButton,2019-02-21T16:42:08.545+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:42:11.526+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:42:16.220+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:42:18.671+11:00,copy,B,Melbourne 123,Excel
431,userID,ID345,Web,complete,insertValue,2019-02-21T16:42:38.730+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:42:52.129+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:42:58.433+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:42:58.557+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:43:06.417+11:00,confirm,Web,complete,clickButton,2019-02-21T16:43:12.708+11:00,Web,complete,waitResponse,2019-02-21T16:43:17.645+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:43:23.996+11:00,B2,Web,complete,clickButton,2019-02-21T16:43:26.596+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:43:30.850+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:43:34.266+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:43:36.694+11:00,copy,B,Melbourne 123,Excel
432,userID,ID1606,Web,complete,insertValue,2019-02-21T16:43:54.513+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:44:10.612+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:44:14.491+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:44:23.066+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:44:40.142+11:00,confirm,Web,complete,clickButton,2019-02-21T16:44:48.364+11:00,Web,complete,waitResponse,2019-02-21T16:44:49.492+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:44:57.983+11:00,B2,Web,complete,clickButton,2019-02-21T16:45:01.586+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:45:04.934+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:45:07.085+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:45:09.579+11:00,copy,B,Melbourne 123,Excel
433,userID,ID905,Web,complete,insertValue,2019-02-21T16:45:27.830+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:45:37.661+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:45:50.772+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:45:54.845+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:46:10.528+11:00,confirm,Web,complete,clickButton,2019-02-21T16:46:19.501+11:00,Web,complete,waitResponse,2019-02-21T16:46:22.103+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:46:28.750+11:00,B2,Web,complete,clickButton,2019-02-21T16:46:31.535+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:46:35.235+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:46:38.033+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:46:39.938+11:00,copy,B,Melbourne 123,Excel
434,userID,ID1293,Web,complete,insertValue,2019-02-21T16:46:58.253+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:47:06.711+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:47:12.914+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:47:12.914+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:47:19.736+11:00,confirm,Web,complete,clickButton,2019-02-21T16:47:19.736+11:00,Web,complete,waitResponse,2019-02-21T16:47:23.499+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:47:30.863+11:00,B2,Web,complete,clickButton,2019-02-21T16:47:35.544+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:47:37.897+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:47:39.797+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:47:42.702+11:00,copy,B,Melbourne 123,Excel
435,userID,ID914,Web,complete,insertValue,2019-02-21T16:47:58.718+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:48:00.460+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:48:10.021+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:48:32.333+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:48:48.098+11:00,confirm,Web,complete,clickButton,2019-02-21T16:48:54.920+11:00,Web,complete,waitResponse,2019-02-21T16:48:59.166+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:49:16.508+11:00,B2,Web,complete,clickButton,2019-02-21T16:49:19.412+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:49:23.702+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:49:26.714+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:49:31.516+11:00,copy,B,Melbourne 123,Excel
436,userID,ID1527,Web,complete,insertValue,2019-02-21T16:49:50.078+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:50:00.336+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:50:07.141+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:50:19.040+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:50:26.675+11:00,confirm,Web,complete,clickButton,2019-02-21T16:50:38.750+11:00,Web,complete,waitResponse,2019-02-21T16:50:42.435+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:50:50.368+11:00,B2,Web,complete,clickButton,2019-02-21T16:50:53.967+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:50:56.352+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:51:00.184+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:51:02.487+11:00,copy,B,Melbourne 123,Excel
437,userID,ID190,Web,complete,insertValue,2019-02-21T16:51:21.355+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:51:24.662+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:51:38.338+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:51:46.283+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:52:05.028+11:00,confirm,Web,complete,clickButton,2019-02-21T16:52:08.912+11:00,Web,complete,waitResponse,2019-02-21T16:52:10.420+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:52:22.016+11:00,B2,Web,complete,clickButton,2019-02-21T16:52:24.726+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:52:27.628+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:52:32.450+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:52:35.066+11:00,copy,B,Melbourne 123,Excel
438,userID,ID1880,Web,complete,insertValue,2019-02-21T16:52:56.948+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:53:11.004+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:53:15.490+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:53:20.611+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:53:23.531+11:00,confirm,Web,complete,clickButton,2019-02-21T16:53:31.334+11:00,Web,complete,waitResponse,2019-02-21T16:53:33.131+11:00,www.webpage.com/wrong,ID1880,userID,Web,complete,copy,2019-02-21T16:53:41.977+11:00,ID1880,newID,Web,complete,paste,2019-02-21T16:53:43.986+11:00,B3,Web,complete,clickButton,2019-02-21T16:53:46.701+11:00,paste,A,ID1880,Excel,65,complete,2019-02-21T16:53:50.026+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T16:53:51.711+11:00,Area,Melbourne 123
439,userID,ID196,Web,complete,insertValue,2019-02-21T16:54:07.165+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:54:21.125+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:54:21.777+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:54:28.959+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:54:39.851+11:00,confirm,Web,complete,clickButton,2019-02-21T16:54:50.369+11:00,Web,complete,waitResponse,2019-02-21T16:54:55.407+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:54:56.715+11:00,B2,Web,complete,clickButton,2019-02-21T16:54:59.751+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:55:03.716+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:55:06.697+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:55:09.175+11:00,copy,B,Melbourne 123,Excel
440,userID,ID1535,Web,complete,insertValue,2019-02-21T16:55:27.886+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:55:34.071+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:55:40.295+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:55:46.422+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:55:54.698+11:00,confirm,Web,complete,clickButton,2019-02-21T16:56:04.483+11:00,Web,complete,waitResponse,2019-02-21T16:56:06.537+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T16:56:10.082+11:00,B2,Web,complete,clickButton,2019-02-21T16:56:12.635+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T16:56:16.067+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T16:56:18.792+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T16:56:21.800+11:00,copy,B,Melbourne 123,Excel
441,userID,ID505,Web,complete,insertValue,2019-02-21T16:56:42.520+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:56:46.193+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:56:55.483+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:57:08.170+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:57:15.912+11:00,confirm,Web,complete,clickButton,2019-02-21T16:57:20.184+11:00,Web,complete,waitResponse,2019-02-21T16:57:23.752+11:00,www.webpage.com/wrong,ID505,userID,Web,complete,copy,2019-02-21T16:57:23.752+11:00,ID505,newID,Web,complete,paste,2019-02-21T16:57:28.573+11:00,B3,Web,complete,clickButton,2019-02-21T16:57:30.995+11:00,paste,A,ID505,Excel,18,complete,2019-02-21T16:57:34.864+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T16:57:38.444+11:00,Area,Melbourne 123
442,userID,ID1158,Web,complete,insertValue,2019-02-21T16:57:53.184+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:58:08.443+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:58:11.037+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:58:19.753+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:58:28.671+11:00,confirm,Web,complete,clickButton,2019-02-21T16:58:41.297+11:00,Web,complete,waitResponse,2019-02-21T16:58:44.251+11:00,www.webpage.com/error,ID1158,userID,Web,complete,copy,2019-02-21T16:58:51.104+11:00,ID1158,newID,Web,complete,paste,2019-02-21T16:58:54.383+11:00,B3,Web,complete,clickButton,2019-02-21T16:58:58.347+11:00,paste,A,ID1158,Excel,71,complete,2019-02-21T16:59:00.957+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T16:59:03.982+11:00,Area,Melbourne 123
443,userID,ID1574,Web,complete,insertValue,2019-02-21T16:59:21.554+11:00,Excel,complete,openFile,Sheet1,2019-02-21T16:59:25.634+11:00,data.xls,Web,complete,goToUrl,2019-02-21T16:59:36.405+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T16:59:43.057+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T16:59:51.733+11:00,confirm,Web,complete,clickButton,2019-02-21T16:59:51.733+11:00,Web,complete,waitResponse,2019-02-21T16:59:54.789+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:00:05.049+11:00,B2,Web,complete,clickButton,2019-02-21T17:00:07.182+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T17:00:09.198+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:00:11.495+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T17:00:14.099+11:00,copy,B,Melbourne 123,Excel
444,userID,ID832,Web,complete,insertValue,2019-02-21T17:00:32.435+11:00,Excel,complete,openFile,Sheet1,2019-02-21T17:00:44.177+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:00:46.275+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:00:51.680+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:01:04.447+11:00,confirm,Web,complete,clickButton,2019-02-21T17:01:18.251+11:00,Web,complete,waitResponse,2019-02-21T17:01:22.183+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:01:32.405+11:00,B2,Web,complete,clickButton,2019-02-21T17:01:35.584+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T17:01:37.857+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:01:41.090+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T17:01:42.600+11:00,copy,B,Melbourne 123,Excel
445,userID,ID1727,Web,complete,insertValue,2019-02-21T17:02:00.927+11:00,Excel,complete,openFile,Sheet1,2019-02-21T17:02:02.986+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:02:06.101+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:02:10.692+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:02:26.277+11:00,confirm,Web,complete,clickButton,2019-02-21T17:02:35.517+11:00,Web,complete,waitResponse,2019-02-21T17:02:39.023+11:00,www.webpage.com/wrong,ID1727,userID,Web,complete,copy,2019-02-21T17:02:53.252+11:00,ID1727,newID,Web,complete,paste,2019-02-21T17:02:58.062+11:00,B3,Web,complete,clickButton,2019-02-21T17:03:00.096+11:00,paste,A,ID1727,Excel,5,complete,2019-02-21T17:03:04.549+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T17:03:07.494+11:00,Area,Melbourne 123
446,userID,ID225,Web,complete,insertValue,2019-02-21T17:03:22.767+11:00,Excel,complete,openFile,Sheet1,2019-02-21T17:03:22.767+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:03:30.401+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:03:42.323+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:03:42.323+11:00,confirm,Web,complete,clickButton,2019-02-21T17:03:48.171+11:00,Web,complete,waitResponse,2019-02-21T17:03:51.057+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:04:01.970+11:00,B2,Web,complete,clickButton,2019-02-21T17:04:05.155+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T17:04:08.018+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:04:10.420+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T17:04:13.466+11:00,copy,B,Melbourne 123,Excel
447,userID,ID1349,Web,complete,insertValue,2019-02-21T17:04:34.312+11:00,Excel,complete,openFile,Sheet1,2019-02-21T17:04:40.317+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:04:57.548+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:05:08.747+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:05:26.144+11:00,confirm,Web,complete,clickButton,2019-02-21T17:05:36.340+11:00,Web,complete,waitResponse,2019-02-21T17:05:41.359+11:00,www.webpage.com/wrong,ID1349,userID,Web,complete,copy,2019-02-21T17:05:45.456+11:00,ID1349,newID,Web,complete,paste,2019-02-21T17:05:48.614+11:00,B3,Web,complete,clickButton,2019-02-21T17:05:51.470+11:00,paste,A,ID1349,Excel,87,complete,2019-02-21T17:05:56.153+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T17:05:58.635+11:00,Area,Melbourne 123
448,userID,ID137,Web,complete,insertValue,2019-02-21T17:06:11.834+11:00,Excel,complete,openFile,Sheet1,2019-02-21T17:06:18.514+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:06:24.413+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:06:25.972+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:06:40.366+11:00,confirm,Web,complete,clickButton,2019-02-21T17:06:46.091+11:00,Web,complete,waitResponse,2019-02-21T17:06:49.685+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:06:59.518+11:00,B2,Web,complete,clickButton,2019-02-21T17:07:03.755+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T17:07:05.523+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:07:09.879+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T17:07:14.437+11:00,copy,B,Melbourne 123,Excel
449,userID,ID562,Web,complete,insertValue,2019-02-21T17:07:33.314+11:00,Excel,complete,openFile,Sheet1,2019-02-21T17:07:45.111+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:07:56.420+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:08:00.986+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:08:14.509+11:00,confirm,Web,complete,clickButton,2019-02-21T17:08:25.379+11:00,Web,complete,waitResponse,2019-02-21T17:08:28.778+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:08:42.417+11:00,B2,Web,complete,clickButton,2019-02-21T17:08:44.931+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T17:08:47.576+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:08:52.306+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T17:08:56.083+11:00,copy,B,Melbourne 123,Excel
450,userID,ID793,Web,complete,insertValue,2019-02-21T17:09:14.728+11:00,Excel,complete,openFile,Sheet1,2019-02-21T17:09:24.636+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:09:31.246+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:09:31.246+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:09:38.348+11:00,confirm,Web,complete,clickButton,2019-02-21T17:09:48.850+11:00,Web,complete,waitResponse,2019-02-21T17:09:51.586+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:09:51.586+11:00,B2,Web,complete,clickButton,2019-02-21T17:09:54.620+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T17:09:57.588+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:10:02.017+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T17:10:03.268+11:00,copy,B,Melbourne 123,Excel
451,userID,ID1721,Web,complete,insertValue,2019-02-21T17:10:25.198+11:00,Excel,complete,openFile,Sheet1,2019-02-21T17:10:37.563+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:10:45.016+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:10:53.439+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:11:03.470+11:00,confirm,Web,complete,clickButton,2019-02-21T17:11:15.564+11:00,Web,complete,waitResponse,2019-02-21T17:11:19.589+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:11:21.339+11:00,B2,Web,complete,clickButton,2019-02-21T17:11:24.529+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T17:11:27.370+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:11:31.225+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T17:11:32.064+11:00,copy,B,Melbourne 123,Excel
452,userID,ID410,Web,complete,insertValue,2019-02-21T17:11:49.616+11:00,Excel,complete,openFile,Sheet1,2019-02-21T17:11:55.343+11:00,data.xls,Web,complete,goToUrl,2019-02-21T17:11:57.044+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T17:12:04.189+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T17:12:15.448+11:00,confirm,Web,complete,clickButton,2019-02-21T17:12:27.276+11:00,Web,complete,waitResponse,2019-02-21T17:12:28.991+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T17:12:39.082+11:00,B2,Web,complete,clickButton,2019-02-21T17:12:41.893+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T17:12:45.375+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T17:12:48.608+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T17:12:51.315+11:00,copy,B,Melbourne 123,Excel
