Paremeter1,Paremeter2,Paremeter3,Paremeter4,Paremeter5,Paremeter6,Paremeter7,Paremeter8,Paremeter9,Paremeter10,Paremeter11,Paremeter12,Paremeter13,Paremeter14,Paremeter15,Paremeter16,Paremeter17,Paremeter18,Paremeter19,Paremeter20,Paremeter21,Paremeter22,Paremeter23,Paremeter24,Paremeter25,Paremeter26,Paremeter27,Paremeter28,Paremeter29,Paremeter30,Paremeter31,Paremeter32,Paremeter33,Paremeter34,Paremeter35,Paremeter36,Paremeter37,Paremeter38,Paremeter39,Paremeter40,Paremeter41,Paremeter42,Paremeter43,Paremeter44,Paremeter45,Paremeter46,Paremeter47,Paremeter48,Paremeter49,Paremeter50,Paremeter51,Paremeter52,Paremeter53,Paremeter54,Paremeter55,Paremeter56,Paremeter57,Paremeter58,Paremeter59,Paremeter60,Paremeter61,Paremeter62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Excel,complete,openFile,Sheet1,2019-02-22T04:23:26.203+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:23:43.645+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:23:48.107+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:23:54.311+11:00,confirm,Web,complete,clickButton,2019-02-22T04:24:01.356+11:00,Web,complete,waitResponse,2019-02-22T04:24:04.697+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:24:12.127+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:24:19.264+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:24:22.944+11:00,confirm,Web,complete,clickButton,2019-02-22T04:24:33.072+11:00,Web,complete,waitResponse,2019-02-22T04:24:37.438+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Excel,complete,openFile,Sheet1,2019-02-22T04:25:38.369+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:25:46.247+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:25:51.820+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:26:01.337+11:00,confirm,Web,complete,clickButton,2019-02-22T04:26:02.121+11:00,Web,complete,waitResponse,2019-02-22T04:26:03.705+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:26:13.741+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:26:25.409+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:26:30.658+11:00,confirm,Web,complete,clickButton,2019-02-22T04:26:31.263+11:00,Web,complete,waitResponse,2019-02-22T04:26:35.128+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Excel,complete,openFile,Sheet1,2019-02-22T04:27:10.266+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:27:10.266+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:27:21.407+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:27:23.672+11:00,confirm,Web,complete,clickButton,2019-02-22T04:27:34.129+11:00,Web,complete,waitResponse,2019-02-22T04:27:39.549+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:27:44.441+11:00,B2,Web,complete,clickButton,2019-02-22T04:27:47.624+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:27:50.612+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:27:54.556+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Excel,complete,openFile,Sheet1,2019-02-22T04:28:15.467+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:28:32.801+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:28:43.244+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:28:52.765+11:00,confirm,Web,complete,clickButton,2019-02-22T04:29:05.352+11:00,Web,complete,waitResponse,2019-02-22T04:29:09.403+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:29:14.414+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:29:22.577+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:29:28.870+11:00,confirm,Web,complete,clickButton,2019-02-22T04:29:38.683+11:00,Web,complete,waitResponse,2019-02-22T04:29:42.364+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Excel,complete,openFile,Sheet1,2019-02-22T04:30:14.660+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:30:19.442+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:30:23.922+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:30:29.861+11:00,confirm,Web,complete,clickButton,2019-02-22T04:30:39.116+11:00,Web,complete,waitResponse,2019-02-22T04:30:42.560+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:30:58.612+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:31:01.692+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:31:14.521+11:00,confirm,Web,complete,clickButton,2019-02-22T04:31:24.466+11:00,Web,complete,waitResponse,2019-02-22T04:31:27.157+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Excel,complete,openFile,Sheet1,2019-02-22T04:31:56.177+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:32:06.351+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:32:20.610+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:32:26.981+11:00,confirm,Web,complete,clickButton,2019-02-22T04:32:32.694+11:00,Web,complete,waitResponse,2019-02-22T04:32:35.261+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T04:32:45.743+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T04:32:49.770+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T04:32:53.603+11:00,cancel,Web,complete,clickButton,2019-02-22T04:32:57.843+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Excel,complete,openFile,Sheet1,2019-02-22T04:33:07.843+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:33:07.951+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:33:13.934+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:33:30.210+11:00,confirm,Web,complete,clickButton,2019-02-22T04:33:46.121+11:00,Web,complete,waitResponse,2019-02-22T04:33:49.459+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:33:53.146+11:00,B2,Web,complete,clickButton,2019-02-22T04:33:56.419+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:33:59.864+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:34:02.341+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Excel,complete,openFile,Sheet1,2019-02-22T04:34:26.196+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:34:34.456+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:34:38.429+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:34:42.751+11:00,confirm,Web,complete,clickButton,2019-02-22T04:34:48.332+11:00,Web,complete,waitResponse,2019-02-22T04:34:50.421+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:34:50.421+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:34:56.906+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:35:10.181+11:00,confirm,Web,complete,clickButton,2019-02-22T04:35:16.682+11:00,Web,complete,waitResponse,2019-02-22T04:35:18.692+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Excel,complete,openFile,Sheet1,2019-02-22T04:36:33.212+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:36:46.115+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:36:53.461+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:37:00.383+11:00,confirm,Web,complete,clickButton,2019-02-22T04:37:06.210+11:00,Web,complete,waitResponse,2019-02-22T04:37:09.518+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T04:37:13.630+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T04:37:17.016+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T04:37:20.173+11:00,cancel,Web,complete,clickButton,2019-02-22T04:37:22.576+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Excel,complete,openFile,Sheet1,2019-02-22T04:37:32.576+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:37:43.756+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:38:01.896+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:38:03.296+11:00,confirm,Web,complete,clickButton,2019-02-22T04:38:12.247+11:00,Web,complete,waitResponse,2019-02-22T04:38:13.947+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:38:19.696+11:00,B2,Web,complete,clickButton,2019-02-22T04:38:21.341+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:38:25.243+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:38:28.425+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Excel,complete,openFile,Sheet1,2019-02-22T04:38:51.377+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:38:55.193+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:39:00.079+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:39:10.386+11:00,confirm,Web,complete,clickButton,2019-02-22T04:39:18.464+11:00,Web,complete,waitResponse,2019-02-22T04:39:22.419+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:39:36.493+11:00,B2,Web,complete,clickButton,2019-02-22T04:39:40.106+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:39:43.783+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:39:46.885+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Excel,complete,openFile,Sheet1,2019-02-22T04:40:08.639+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:40:08.639+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:40:15.490+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:40:17.450+11:00,confirm,Web,complete,clickButton,2019-02-22T04:40:30.743+11:00,Web,complete,waitResponse,2019-02-22T04:40:32.757+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T04:40:42.041+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T04:40:45.791+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T04:40:48.200+11:00,cancel,Web,complete,clickButton,2019-02-22T04:40:50.259+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Excel,complete,openFile,Sheet1,2019-02-22T04:41:00.259+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:41:12.544+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:41:12.544+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:41:16.374+11:00,confirm,Web,complete,clickButton,2019-02-22T04:41:25.464+11:00,Web,complete,waitResponse,2019-02-22T04:41:30.317+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:41:42.564+11:00,B2,Web,complete,clickButton,2019-02-22T04:41:46.771+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:41:49.979+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:41:51.899+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Excel,complete,openFile,Sheet1,2019-02-22T04:42:16.122+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:42:34.081+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:42:39.034+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:42:56.076+11:00,confirm,Web,complete,clickButton,2019-02-22T04:42:57.312+11:00,Web,complete,waitResponse,2019-02-22T04:43:01.118+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:43:04.856+11:00,B2,Web,complete,clickButton,2019-02-22T04:43:07.971+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:43:10.848+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:43:13.077+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Excel,complete,openFile,Sheet1,2019-02-22T04:43:32.580+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:43:52.180+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:43:55.701+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:44:06.709+11:00,confirm,Web,complete,clickButton,2019-02-22T04:44:06.709+11:00,Web,complete,waitResponse,2019-02-22T04:44:09.352+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:44:23.826+11:00,B2,Web,complete,clickButton,2019-02-22T04:44:27.361+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:44:31.032+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:44:33.770+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Excel,complete,openFile,Sheet1,2019-02-22T04:45:00.752+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:45:09.349+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:45:15.921+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:45:27.733+11:00,confirm,Web,complete,clickButton,2019-02-22T04:45:27.733+11:00,Web,complete,waitResponse,2019-02-22T04:45:28.764+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:45:40.238+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:45:48.666+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:46:00.100+11:00,confirm,Web,complete,clickButton,2019-02-22T04:46:10.678+11:00,Web,complete,waitResponse,2019-02-22T04:46:13.065+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Excel,complete,openFile,Sheet1,2019-02-22T04:46:54.820+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:46:59.709+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:47:11.779+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:47:30.300+11:00,confirm,Web,complete,clickButton,2019-02-22T04:47:44.012+11:00,Web,complete,waitResponse,2019-02-22T04:47:46.455+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T04:47:52.705+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T04:47:55.205+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T04:47:58.212+11:00,cancel,Web,complete,clickButton,2019-02-22T04:48:01.116+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Excel,complete,openFile,Sheet1,2019-02-22T04:48:11.116+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:48:13.466+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:48:31.708+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:48:38.546+11:00,confirm,Web,complete,clickButton,2019-02-22T04:48:39.883+11:00,Web,complete,waitResponse,2019-02-22T04:48:43.204+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:48:43.204+11:00,B2,Web,complete,clickButton,2019-02-22T04:48:44.704+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:48:47.650+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:48:48.475+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Excel,complete,openFile,Sheet1,2019-02-22T04:49:07.776+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:49:16.622+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:49:16.622+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:49:19.793+11:00,confirm,Web,complete,clickButton,2019-02-22T04:49:31.423+11:00,Web,complete,waitResponse,2019-02-22T04:49:32.475+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:49:41.759+11:00,B2,Web,complete,clickButton,2019-02-22T04:49:46.197+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:49:49.367+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:49:54.643+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Excel,complete,openFile,Sheet1,2019-02-22T04:50:11.515+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:50:24.989+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:50:37.749+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:50:39.282+11:00,confirm,Web,complete,clickButton,2019-02-22T04:50:44.715+11:00,Web,complete,waitResponse,2019-02-22T04:50:47.456+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T04:51:01.562+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T04:51:04.042+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T04:51:07.992+11:00,cancel,Web,complete,clickButton,2019-02-22T04:51:11.520+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Excel,complete,openFile,Sheet1,2019-02-22T04:51:21.520+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:51:36.532+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:51:44.611+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:51:53.157+11:00,confirm,Web,complete,clickButton,2019-02-22T04:51:53.157+11:00,Web,complete,waitResponse,2019-02-22T04:51:54.899+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:52:03.568+11:00,B2,Web,complete,clickButton,2019-02-22T04:52:06.867+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:52:09.669+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:52:13.192+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Excel,complete,openFile,Sheet1,2019-02-22T04:52:35.439+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:52:44.966+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:52:56.588+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:53:03.425+11:00,confirm,Web,complete,clickButton,2019-02-22T04:53:24.067+11:00,Web,complete,waitResponse,2019-02-22T04:53:28.555+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:53:42.170+11:00,B2,Web,complete,clickButton,2019-02-22T04:53:45.212+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:53:47.984+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:53:48.875+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Excel,complete,openFile,Sheet1,2019-02-22T04:54:10.929+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:54:26.686+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:54:29.917+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:54:37.935+11:00,confirm,Web,complete,clickButton,2019-02-22T04:54:40.219+11:00,Web,complete,waitResponse,2019-02-22T04:54:42.542+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:54:42.542+11:00,B2,Web,complete,clickButton,2019-02-22T04:54:44.602+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:54:47.580+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:54:53.090+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Excel,complete,openFile,Sheet1,2019-02-22T04:55:14.591+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:55:26.955+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:55:37.888+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:55:42.028+11:00,confirm,Web,complete,clickButton,2019-02-22T04:55:48.888+11:00,Web,complete,waitResponse,2019-02-22T04:55:52.032+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:56:02.644+11:00,B2,Web,complete,clickButton,2019-02-22T04:56:05.751+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:56:09.439+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:56:13.265+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Excel,complete,openFile,Sheet1,2019-02-22T04:56:34.652+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:56:37.752+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:56:47.560+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:56:57.914+11:00,confirm,Web,complete,clickButton,2019-02-22T04:57:01.715+11:00,Web,complete,waitResponse,2019-02-22T04:57:06.477+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:57:12.105+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:57:19.332+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:57:29.288+11:00,confirm,Web,complete,clickButton,2019-02-22T04:57:42.032+11:00,Web,complete,waitResponse,2019-02-22T04:57:44.565+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Excel,complete,openFile,Sheet1,2019-02-22T04:58:14.251+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:58:23.341+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:58:29.521+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:58:36.398+11:00,confirm,Web,complete,clickButton,2019-02-22T04:58:44.539+11:00,Web,complete,waitResponse,2019-02-22T04:58:46.259+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:59:00.023+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:59:11.845+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:59:29.999+11:00,confirm,Web,complete,clickButton,2019-02-22T04:59:37.307+11:00,Web,complete,waitResponse,2019-02-22T04:59:41.003+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Excel,complete,openFile,Sheet1,2019-02-22T05:00:17.859+11:00,data.xls,Web,complete,goToUrl,2019-02-22T05:00:27.665+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T05:00:40.085+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T05:00:52.537+11:00,confirm,Web,complete,clickButton,2019-02-22T05:01:00.712+11:00,Web,complete,waitResponse,2019-02-22T05:01:04.817+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T05:01:11.886+11:00,B2,Web,complete,clickButton,2019-02-22T05:01:14.821+11:00,ID,182381,Web,complete,insertValue,2019-02-22T05:01:19.087+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T05:01:22.346+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
